sample,VatanenT_2016.metaphlan_bugs_list.stool:G78496,VatanenT_2016.metaphlan_bugs_list.stool:G78500,VatanenT_2016.metaphlan_bugs_list.stool:G78505,VatanenT_2016.metaphlan_bugs_list.stool:G78636,VatanenT_2016.metaphlan_bugs_list.stool:G78842,VatanenT_2016.metaphlan_bugs_list.stool:G78850,VatanenT_2016.metaphlan_bugs_list.stool:G78851,VatanenT_2016.metaphlan_bugs_list.stool:G78892,VatanenT_2016.metaphlan_bugs_list.stool:G78907,VatanenT_2016.metaphlan_bugs_list.stool:G78908,VatanenT_2016.metaphlan_bugs_list.stool:G80264,VatanenT_2016.metaphlan_bugs_list.stool:G80282,VatanenT_2016.metaphlan_bugs_list.stool:G80287,VatanenT_2016.metaphlan_bugs_list.stool:G80290,VatanenT_2016.metaphlan_bugs_list.stool:G80293,VatanenT_2016.metaphlan_bugs_list.stool:G80303,VatanenT_2016.metaphlan_bugs_list.stool:G80306,VatanenT_2016.metaphlan_bugs_list.stool:G80327,VatanenT_2016.metaphlan_bugs_list.stool:G80329,VatanenT_2016.metaphlan_bugs_list.stool:G80385,VatanenT_2016.metaphlan_bugs_list.stool:G80397,VatanenT_2016.metaphlan_bugs_list.stool:G80486,VatanenT_2016.metaphlan_bugs_list.stool:G80526,VatanenT_2016.metaphlan_bugs_list.stool:G80534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium,0.06819,1.58304,0.01336,0.67021,0,0.03391,0,0.0379,0.35997,0,1.34075,0.52547,1.81255,0.13017,0.13008,0.0119,0.97123,0.16303,0.13253,0.01582,0.07625,0.03383,0.12864,0.08485
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella,0.80141,0.18223,0.13299,0,0.00687,0.67613,0.09809,0.0666,0.04337,0.11226,1.68472,0.81693,0.09108,0.11795,0.10171,26.45515,0.59919,0.34832,0.01741,0.52379,0.43102,0.01955,0.00321,0.05942
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,0.82658,0.24724,0.40175,0.21942,0.24463,0.45356,0.35202,0.52112,0.20389,0.36962,0.3466,0.07632,0.35008,0.36383,0.21233,0.00183,0.67135,0.31252,0,0.10633,0.35642,0.06752,0.64352,0.10398
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus,0,0,0,0,0.02393,1.76584,0.04216,0.10049,0.09945,1.88159,1.98629,1.30429,0.01432,0.06029,0,1.31479,0.01896,0,0,0.00131,0.06807,0.00893,0.00582,0.00873
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,0,0.19658,0.10028,0,0,0.068,0,0,0.07984,0.14774,0.00266,0.04239,0.02122,0.04748,0.01259,0,0,0.27881,1.5872,0,0,0,0.05734,0.0873
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.00533,0,0,0,0,0.01361,0.00487,3.88549,0.01998,0,0,0,0.01108,0,0,0.00196,0,0.09449,0,60.52023,0.00134,0,0,1.57553
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella,0,0,0,0,0,0,0,0.03556,0,0,0,0,0,0,0,0.00654,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,0.36762,0,0.27048,0.12629,0.36323,0.82216,1.40907,0.31038,1.66408,6.3972,0.18059,0.03217,0.21103,0.17009,0.17576,0,0.24558,1.49332,0.09863,0.16884,0.27843,0.17849,2.16888,0.01252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,0.01487,0,0.0334,0.04356,0,0.16647,0.25024,0.03932,0.06259,0.22481,0.0279,0.0272,0.04119,0.00869,0.07051,0,0.01474,0.21946,0.80999,0,0.08688,0.02551,0.07344,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus,0,0.05941,0,17.57746,0,0.02211,0,0.01613,0,0.0556,0,0.11684,0.00714,0.04841,0.00532,0,0,0,0,0,0,0.7313,0,0.08701
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0,0,0,0,0,0,0,0.00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor,0,0.05192,0.09957,0,0,0,0,0,0.33854,0.24855,0.09673,0.12141,0.21611,0.248,0.28565,0,0.01826,0.10936,1.93917,0.00724,0.00886,0.02284,0.17606,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,0.16515,0.00867,0.07485,0,0,1.33951,0.14128,0.04419,0,2.27499,0.04953,0.00774,0.06864,0.04043,0,0.39191,0.00843,0.22237,0,0,0.02104,0,0.21158,0.015
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0,0,0.01277,0,0,0,0.011,0,0.03003,0.14822,0,0.00257,0.00186,0,0.00444,0.00228,0,0,0,0,0,0,0.00266,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,2.0041,0,0.2301,0.31857,0.82364,0.80814,1.41889,10.33445,1.57214,3.40989,0,0,0.00734,0.02672,0.19101,0,0,0.91263,0,0.20564,0,0.18263,0.86128,0.1747
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname,0,0.13246,0.01507,0,0,0.37692,0.00838,0.2598,0.00956,0.03628,0,0.04467,0.07551,0.00148,0.03553,0,0.00297,0.39115,0.31836,0.03706,0,0.00128,0.01674,0.4025
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,40.63248,0,13.14837,0,0.32567,4.94805,2.16722,44.62429,29.58689,0.62212,4.91461,0.99659,9.59697,2.83322,0.37113,0,2.24549,5.93249,0,6.036,5.47295,0,16.42285,0.476
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila,1.01241,57.43615,18.36461,25.32844,0.17059,1.25284,0.08731,6.02242,0,0.00777,3.23918,0.29879,7.47267,3.36969,1.83578,0,0.44848,8.04726,0.00615,3.43602,0.00052,5.51958,0.00848,0.68071
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,0,0.02962,19.00147,0.94165,0.07329,8.87659,0.28805,0.54455,2.42951,15.20064,0,0.92477,2.14809,0.03823,0.05829,8.9015,0.0089,0.35882,0,0.00469,0.0868,0.2794,0.39962,0.24525
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0.03906,0,0,0,0,0.21274,0,0,0,0.0109,0,0.16473
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.56675,0.02552,5.66398,1.38442,0.53154,6.11759,9.56723,1.04226,3.49147,16.13218,0.74754,0.00401,4.4053,0.08258,1.70982,8.45027,0.52329,9.71247,0.0494,0.09144,0.69489,0.76851,0.04405,0.57275
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,0.02712,0.00749,4.26459,0,0,0.79985,0.00206,0,0,0,0.01627,0.16103,0.43864,0.00267,0.02114,0.32323,0.00042,0,0.03249,0,0.02377,0,0.16856,0.15382
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_phi7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,0.47624,13.6769,3.77451,3.4435,14.15212,0.01565,0.0241,0.70549,1.92466,0.85003,0,10.16429,5.94259,0.00232,28.83553,16.29424,23.52955,0.00338,0.02499,1.81146,21.88937,13.1733,1.58833,0.00708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,0.53196,0.01605,0.34876,0.41025,0.29433,7.69451,0.53347,0.30063,4.3708,0.51828,0.23931,0.55849,0.79831,0.30081,0.36511,0.07898,0.42313,2.066,0.03983,0.0933,0.44901,0.91435,1.90418,0.92695
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_P680,0,0,0,0,0,0.80406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7162,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0.01567,0.38317,0.86069,1.76205,0,3.94615,2.40686,0.32283,0.33247,0.51163,9.35211,4.16699,4.2823,8.15698,3.52761,1.86921,5.30264,0,0.0016,2.73327,0.09587,3.83807,1.99006,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,0,2.21457,1.89536,0.95703,0.01376,0,0.00922,0.32556,13.82891,2.45189,0,0,2.11716,0,2.53904,0,2.61224,0,3.71342,0.7999,0,5.48529,5.21097,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae,0,0.06378,0.11085,0,0,0,0,0,0,0,0,0,0.00855,0,0,0.16778,0,0.05168,0,0,0,0.25384,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0,1.4509,0.56501,1.79151,0,0,0,0.11596,0,0,0,0,0.25774,0,1.4456,0,2.02206,0,2.68127,0.33835,0,0.62274,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified,0,0,0.01075,0,0,0,0,0,0,0,0,0,0.00831,0,0,0.10311,0,0,0,0,0,0.01808,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale,7.54466,0,20.3463,0.00986,4.00197,10.6049,1.67433,10.94062,0.43107,0.84086,0.95196,10.07472,0.45152,3.71915,6.52493,0,4.324,15.1518,0.03586,2.00657,8.27311,0.01209,3.2285,24.17655
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0,0.00301,0.12426,0.03458,0,0.94371,0.2417,0.00394,0.0603,0.02723,0,0.55462,1.75981,0.04664,0.06863,2.77654,0.08811,0.84273,2.09128,0.00095,0,0.01002,0.01091,0.26528
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0.33566,0.00622,0.70073,0,0.32638,0.83913,5.78771,0.66656,0.00407,0.00941,0,0,0,0,0.00588,5.02146,0,0.05106,0.06556,0.22468,0,0.02012,0.00967,0.1144
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,3.62878,0.84137,0.89068,5.72357,13.18855,1.89222,1.26098,1.78684,7.39334,3.49772,3.48003,3.97765,0.7384,0.13396,0.57035,0.00304,1.42797,6.41529,0.52799,2.42789,2.1549,1.84293,1.77956,0.33343
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,1.03253,0,1.36908,0.00151,2.01524,1.60022,0.11256,3.02831,0,0,0.38559,0,0.16046,0,0.3011,0.08271,0.31338,4.41826,0,0.36612,0.1824,0.13305,0.0237,12.00669
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,2.84801,0.80539,1.08236,0,0.54899,0,0,0.01915,10.11305,4.21039,0.05362,0.73811,6.5083,0.47034,0.01052,0,0,8.97067,1.52496,0,0.00103,0.00515,16.52024,1.39331
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified,0,0.00737,0,0,0,0,0,0,0,0,0,0.0449,0.31263,0,0,2.08953,1.24373,0,0.03222,0,0.00851,0.06537,0.02671,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,14.76243,0.64835,3.30043,2.68366,4.09118,2.81273,23.2379,3.24548,0.23614,4.09146,12.52127,5.90185,1.26767,4.19549,20.2267,1.85604,3.85897,16.45854,0.02375,4.48408,2.8813,2.05857,3.33823,5.59745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12992,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi,0.05742,0.67746,0.00664,0.43109,0,0,0,0,0.02509,0,0.1186,0.09162,0.11459,0.00819,0.02587,0.0119,0.00406,0,0,0,0.05085,0.01519,0.02974,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0.24797,0.0021,0.13965,0,0,0.27385,0.07779,0.00987,0.00161,0,0.03876,0.14567,0.16679,0,0,0,0.03414,0.10845,0,0.00283,0.05364,0,0.04748,0.19814
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,0,0,0.00255,0,0,0.03808,0,0,0.00841,0.17302,0,0,0,0,0,0,0,0.0026,0,0,0,0,0.00607,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0,0.00139,0.05512,0.06312,0,0,0,0.02428,0.09829,0.03308,0,0,0.13149,0,0,4.06723,1.05653,0,0,0.18363,0,0.00101,0.17508,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified,0,0.16199,0,0,0,0.02629,0,0.05419,0.08695,0,0,0.00601,0.30435,0,0,0,0,0,0.02084,0.30553,0,0.78886,0.10205,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,0,0.02932,0.37851,0,0,0.81011,0.03323,0,0.29497,0.44851,0,0,0,0,0.12589,0,0.15243,0,0.08268,0,0.00347,0,1.12713,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,0,0,0,0,0.02393,1.76584,0.04216,0.06933,0.09945,1.81414,1.98629,1.30429,0.01432,0.06029,0,1.31479,0.01896,0,0,0.00131,0.06807,0.00893,0.00582,0.00873
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,0.02147,0.00061,0.04073,0,0,0,0,0,0,0,0.19249,0.11393,0,0.01123,0.01459,0.00057,0.04962,0.17648,0,0.16781,0.01949,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified,0,0.19658,0.10028,0,0,0.068,0,0,0.07984,0.14774,0.00266,0.04239,0.02122,0.04748,0.01259,0,0,0.27881,1.5872,0,0,0,0.05734,0.0873
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,0.07162,0,0.04918,0,0,0.20739,0,0,0.10894,0.24838,0,0.10891,0.00232,0,0,0.24952,0,0,0.25064,0,0.02069,0,0.02299,0.03522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,0,0.18102,0.09209,0.01053,0.04129,0.28867,0.67012,0.57395,0.73073,1.62176,0,0.00376,0.1921,0.09005,0.06018,0,0.07095,1.19776,0,0.01499,0.22809,0.06049,2.03264,0.02198
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA,0,0,0.00537,0,0,0,0,0.01667,0,0,0,0,0.00341,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella|s__Shigella_sonnei,0,0,0,0,0,0,0,0.03556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA,0,0,0.01048,0,0,0,0,0,0,0,0,0.00248,0,0,0,0,0.00266,0.01549,0,0,0.00156,0.00214,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified,0.42686,0.00469,0.05651,0,0.00687,0.14935,0.06777,0.05142,0.04218,0.11226,1.04808,0.62092,0.06889,0.05983,0.0571,1.84306,0.42284,0.08243,0.01741,0.27686,0.14286,0,0,0.0506
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,0.01487,0,0.0334,0.04356,0,0.16647,0.25024,0.03932,0.06259,0.22481,0.0279,0.0272,0.04119,0.00869,0.07051,0,0.01474,0,0,0,0.08688,0.02551,0.07344,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__C2likevirus_unclassified,0,0.05941,0,0.45254,0,0.02211,0,0.01613,0,0.0556,0,0.11684,0.00714,0.04841,0.00532,0,0,0,0,0,0,0.21221,0,0.08701
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,0,0,0,0,0,0,0,0.00213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified,0,0,0,0,0.20794,0.43679,0,0,0,0,0.18059,0.03217,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,0,0,0.0687,0.03138,0,1.47402,3.34579,0.36418,2.5895,8.76209,0,0,1.28209,0.20976,0.24908,0,0,0.46212,0,0.02319,0.08636,0.02746,3.92725,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii,0,0.05192,0.09957,0,0,0,0,0,0.33854,0.24855,0.09673,0.12141,0.21611,0.248,0.28565,0,0.01826,0.10936,1.93917,0.00724,0.00886,0.02284,0.17606,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii,0.04603,0.00867,0.07485,0,0,1.33951,0.14128,0.04419,0,2.27499,0.01743,0.00774,0.06864,0.04043,0,0.3697,0.00843,0.22237,0,0,0.01846,0,0.10131,0.015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,0.33278,0,0.20827,0.00667,0.15529,0.38537,0.55668,0.14936,1.34795,5.98707,0,0,0.21103,0.14091,0.10275,0,0.17598,0.70612,0,0.02019,0.11658,0.10805,1.54222,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA,0.0304,0.00679,0,0,0,0.02193,0,0,0.07944,0.03633,0.2173,0.00256,0.0103,0.00091,0.05424,0,0.10197,0,0,0.00652,0.01952,0.01989,0.04167,0.01947
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified,0,0,0.01277,0,0,0,0.011,0,0.03003,0.14822,0,0.00257,0.00186,0,0.00444,0.00228,0,0,0,0,0,0,0.00266,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae,0.00276,0.12943,0.00672,0.01352,0,0,0,0.02295,0.04268,0,0.52108,0.15694,0.36317,0.00768,0.01598,0,0.02603,0.14457,0.05808,0,0.00055,0.0014,0.0104,0.01898
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0,0,0.14393,0,0,0,0.80011,0.15609,0.17698,0.4801,0,0,0,0,0.14856,0,0,0,0,0.01111,0,0.02311,0.2015,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,0.3102,0.17692,0.0353,0,0,0.52258,0.03032,0.01518,0.00119,0,0.23558,0.06715,0.01627,0.03828,0.02161,24.41488,0.05942,0.08152,0,0,0.25665,0.00701,0,0.00135
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3,0,0,0,0,0,0,0,0,0,0,0,0.03016,0,0.00148,0.00244,0,0,0,0,0,0,0,0.0018,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055,40.63248,0,13.14837,0,0.32567,4.94805,2.16722,44.62429,29.58689,0.62212,4.91461,0.99659,9.59697,2.83322,0.37113,0,2.24549,5.93249,0,6.036,5.47295,0,16.42285,0.476
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225,1.01241,57.43615,18.36461,25.32844,0.17059,1.25284,0.08731,6.02242,0,0.00777,3.23918,0.29879,7.47267,3.36969,1.83578,0,0.44848,8.04726,0.00615,3.43602,0.00052,5.51958,0.00848,0.68071
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,0,0.02962,19.00147,0.94165,0.07329,8.87659,0.28805,0.54455,2.42951,15.20064,0,0.92477,2.14809,0.03823,0.05829,8.9015,0.0089,0.35882,0,0.00469,0.0868,0.2794,0.39962,0.24525
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__Klebsiella_pneumoniae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0.03906,0,0,0,0,0.21274,0,0,0,0.0109,0,0.16473
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified,0.56675,0.02552,5.66398,1.38442,0.53154,6.11759,9.56723,1.04226,3.49147,16.13218,0.74754,0.00401,4.4053,0.08258,1.70982,8.45027,0.52329,9.71247,0.0494,0.09144,0.69489,0.76851,0.04405,0.57275
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_phi7|t__PRJNA213073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified,0.47624,13.6769,3.77451,3.4435,14.15212,0.01565,0.0241,0.70549,1.92466,0.85003,0,10.16429,5.94259,0.00232,28.83553,16.29424,23.52955,0.00338,0.02499,1.81146,21.88937,13.1733,1.58833,0.00708
