k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes,k__Archaea|p__Euryarchaeota,k__Bacteria|p__Verrucomicrobia,k__Bacteria|p__Proteobacteria,k__Viruses|p__Viruses_noname,Susciptability to SARS-CoV-2
61.74592,2.58268,27.20388,0.00273,3.15067,5.31411,0,Medium
47.3523,5.15265,41.50965,0,3.89851,0,2.0869,Medium
69.181,0.29085,11.98737,10.78144,0.39245,2.30106,5.06582,Medium
79.94805,0.82819,16.66685,0,1.92697,0.61661,0.00631,Medium
82.19721,6.67411,10.09979,0.51455,0.00104,0.35577,0.13704,Medium
49.23852,0.8131,48.8242,0,0,1.1014,0.00574,Medium
72.54371,10.82255,9.60436,4.44664,0.35438,2.22835,0,Very High
63.88664,2.22111,30.57415,0.0553,2.91879,0.32678,0,Medium
76.57814,10.8082,11.7106,0,0.14374,0.75932,0,Very High
74.01455,2.81286,20.9151,0,0,2.17684,0.0283,Medium
11.59588,0.05527,83.5351,0,0.30241,4.50672,0,Medium
26.46408,3.54193,67.72855,0,0,2.25993,0.0055,High
64.19166,2.91624,30.4546,1.15944,0.05031,1.2097,0,Medium
28.10099,61.80411,8.40628,0,0,0.98959,0.67937,Low
47.07098,4.18144,46.94326,0,0.72874,1.07557,0,Very High
41.05803,1.00081,39.17234,0,0,17.84257,0.00233,Medium
13.31238,2.85118,79.17177,0,0,4.65434,0.01034,Medium
14.6946,0.38802,83.76802,0,0.35183,0.79715,0.00038,Medium
24.88975,6.16011,68.02277,0,0.15162,0.76871,0,Medium
64.79149,7.77438,26.33954,0,0.15229,0.93386,0.0072,Medium
57.55309,9.01307,29.5347,0,0.38943,3.47966,0.03006,High
40.93094,3.29406,52.2885,0,1.51149,1.97501,0,Medium
59.21308,5.55174,35.099,0,0,0.13618,0,Very High
65.21857,14.37899,20.14328,0,0,0.25916,0,Very High
84.49966,0.72447,14.4933,0,0.07306,0.12446,0.08003,Medium
60.25845,28.86399,3.9623,3.25407,2.89981,0.75642,0,Very High
50.26642,0.20579,46.05383,0,0.077,3.39695,0,Medium
17.70751,11.49135,0.99003,0.92934,0,68.23459,0.64454,Low
50.36536,10.58183,18.70326,9.0642,8.94476,2.33092,0.00604,Medium
6.61724,0.01758,93.02942,0,0.00112,0.33463,0,Medium
18.08896,26.82267,52.85986,0,0,2.2285,0,High
49.05165,7.35961,34.02447,7.32467,0.16482,2.07479,0,Very High
12.69121,0.64306,85.27651,0,0,1.36962,0,Medium
53.3732,11.11894,17.90894,3.41425,0.2026,1.04954,0,Very High
69.81816,14.93374,13.46811,0,1.2547,0.52528,0,Very High
59.1405,17.34178,10.28181,1.28111,11.74425,0.21055,0,Very High
62.85602,14.83955,20.12481,1.32566,0.04679,0.80717,0,Very High
27.15257,0.65713,69.64774,0.15723,1.53448,0.85004,0.00081,Medium
62.35358,9.54003,24.69932,0,0.0349,3.37216,0,Medium
32.91687,1.27138,62.57157,0,0,3.24017,0,Medium
48.66798,0.67945,38.57031,0,0.0088,12.03606,0.03288,Medium
41.53099,12.26858,42.93667,1.37877,1.33206,0.55294,0,Very High
10.75905,0.33182,88.15601,0,0,0.75312,0,Medium
10.06639,0.73474,84.10636,0,0,4.54739,0.54513,Medium
52.58833,13.15424,32.99185,0,0.80846,0.45712,0,Very High
22.51616,7.5179,60.28443,0,0,9.65691,0,High
1.96672,0.05607,91.73539,0,0,6.18997,0.01176,Medium
30.61008,68.65152,0.7384,0,0,0,0,Medium
53.86798,24.72915,19.10519,0,0,2.29767,0,Very High
50.06787,9.11213,32.62654,0,0.63519,7.35764,0.00937,Medium
46.86391,2.94711,34.47053,0.00196,0.00023,14.51225,0.00793,Medium
5.40818,0.2366,91.54673,0,0.06432,2.47163,0.27237,Medium
46.4827,28.86433,24.07075,0,0.01995,0.56227,0,Very High
68.57213,1.88512,28.15433,0,0.68071,0.60956,0.08701,Low
39.70881,2.8451,56.57294,0,0,0.87315,0,High
72.73015,7.13947,19.90735,0,0,0.22303,0,Very High
94.96229,4.6818,0.27196,0,0,0.07927,0.00468,Medium
37.16876,29.19023,32.53309,0,0,0.67721,0.424,Very High
20.35415,68.59386,10.37318,0,0.09813,0.53456,0.04611,Very High
51.0575,21.21047,27.33485,0.09599,0.00649,0.2947,0,Very High
49.78904,9.73366,39.82859,0,0.18979,0.45892,0,Very High
27.26264,0.5189,68.14278,0,3.36969,0.41585,0.29013,Low
59.71135,14.80512,25.06429,0,0,0.41924,0,Very High
57.37999,0.86604,39.05803,0,0.0025,2.60518,0.04504,Medium
58.93576,23.2131,14.74484,2.79679,0,0.30951,0,Very High
74.49719,7.43764,8.82176,0,0,9.19405,0.01945,Medium
62.91111,0.26902,32.72668,0,3.57344,0.51976,0,Medium
9.82201,21.86492,64.82794,0,0,3.47296,0.01217,High
65.46562,0.09508,32.31499,0.58952,0,1.53479,0,Low
45.74039,41.51487,11.71142,0.21544,0.70457,0.1133,0,Very High
51.16973,2.14955,40.61384,2.37482,0,3.60064,0,Low
42.50502,0.56347,38.01033,0,3.17733,11.06874,4.66367,Medium
75.15164,4.39531,19.55444,0,0,0.88139,0,Very High
81.76498,0.99954,13.35761,0,3.61607,0.26056,0,Medium
66.43159,7.40981,10.13596,15.41832,0.15434,0.44998,0,Very High
59.75844,13.76755,25.86007,0,0,0.57464,0.03929,Very High
65.09128,22.98592,10.59622,0.62097,0,0.70561,0,Very High
64.19911,13.63374,21.67171,0,0,0.49544,0,Very High
9.87564,0.18967,89.20762,0,0.00032,0.71948,0,Medium
75.21103,1.01667,20.86817,0.52588,0,1.96441,0.10161,Low
38.87175,20.63426,40.36435,0,0,0.12964,0,High
71.50715,5.7318,21.85358,0,0.15788,0.74958,0,Very High
47.81887,42.791,7.51914,0,0.0241,1.84689,0,Very High
65.96278,12.6357,17.59547,0,3.44865,0.3574,0,Very High
26.94067,1.66779,68.22255,0,0.87159,2.28861,0.007,Medium
79.25917,3.41433,15.19885,0.94392,0.01545,1.16357,0,Low
48.49793,35.73333,14.89228,0,0,0.79187,0.0846,Very High
34.42808,51.18435,13.39633,0,0.57698,0.41427,0,Very High
34.92786,18.96021,35.07619,0,0,11.03574,0,Low
63.818,4.76022,29.88354,0.05501,0.08776,1.11045,0.281,Medium
59.88513,26.18421,13.74806,0,0.02164,0.16097,0,Very High
19.25229,6.79215,12.89041,0.31982,0,60.6367,0,Low
72.8462,0.46533,21.59734,0,0,5.09113,0,Medium
50.89465,2.2668,31.13712,0.9634,14.47162,0.22969,0.03671,Medium
52.56147,27.01204,9.10855,0,10.87289,0.44505,0,Very High
77.72387,2.54096,18.15791,0,0,1.57727,0,Medium
10.9248,0,84.36057,0,4.70958,0.00316,0.00189,Medium
22.97611,0.4126,75.55871,0,0.09986,0.92693,0.02578,Medium
18.63857,0.91851,78.63101,0.00039,0,1.43276,0.37527,Medium
2.93561,0.14585,95.62709,0,0,1.29145,0,Medium
56.00356,0.99249,31.85834,0,0,10.87556,0,Medium
41.69286,15.05543,42.82826,0.13875,0,0.2847,0,Very High
23.25204,0.08848,74.62602,0,0.00217,2.03129,0,Medium
36.67447,4.86899,26.15455,0,31.61663,0.68537,0,Very High
13.58012,0.26122,85.53284,0,0,0.58279,0.04303,Medium
5.5751,28.60581,1.72205,0,0.00299,0.78678,63.30728,Medium
74.24651,15.49389,6.81016,2.92141,0.2023,0.32574,0,Very High
77.48334,1.94842,20.36974,0,0,0.19851,0,Very High
72.26133,20.26042,7.22212,0,0,0.25614,0,Very High
53.83463,0.84757,40.14118,0,3.83398,1.34263,0,Medium
54.78985,15.71517,29.14042,0,0.03686,0.3177,0,Very High
54.76636,0.09741,33.04451,0,0.00863,3.19425,0,Medium
79.8692117,0.2297632,11.2053729,0,0,0.4241782,0,Medium
56.14961,28.92491,12.92094,0.98015,0,1.02439,0,Very High
74.85285,2.45082,21.86039,0,0,0.82912,0.00682,Medium
23.36702,0.7469,74.53181,0,0,1.35096,0.00331,Medium
82.38501,0.31093,16.11283,0,0.05101,0.9827,0.15325,Medium
29.54705,0.59011,27.26541,0,0,42.59318,0,Low
75.12434,3.59668,16.89048,0,0,3.66171,0.02888,High
71.28533,14.48581,10.12378,0,2.69064,1.41444,0,Very High
68.69088,1.23058,28.34627,1.25926,0,0.45278,0.02023,Medium
62.32897,16.25931,16.22105,3.98831,0,1.00264,0.19972,Very High
69.46467,2.20033,18.83287,6.78139,0.00394,2.71046,0,Medium
55.55475,20.15383,23.58587,0,0,0.70554,0,Very High
29.19646,0.20112,68.74935,0,0,1.84722,0.0043,High
39.6905,2.64572,51.416,0,3.48808,2.7597,0,High
13.80815,0.82705,84.3848,0.06299,0.2718,0.63683,0.00701,Medium
62.53278,1.24218,34.52056,0.00181,0,1.66734,0.00592,Medium
51.88396,5.60522,32.73679,0,0,9.30463,0.00747,Medium
6.54194,0.2161,16.14073,0,0,5.14187,71.93861,Medium
12.86064,0.87167,84.46965,0,0,1.79759,0,High
50.08163,5.63394,39.21619,0,2.86552,2.20272,0,High
45.00179,1.70557,52.61944,0,0.23257,0.38091,0.05971,Very High
45.67478,42.66649,11.11655,0,0,0.54218,0,Very High
60.44015,19.37372,17.89883,0,0,2.25831,0.0092,Medium
29.58249,4.68164,54.80111,0,0,10.2407,0.0169,High
75.15742,2.90046,9.9898,9.82589,0.97574,1.1507,0,Medium
9.55475,0.15625,90.25368,0,0,0.03532,0,Medium
63.37893,0.52418,4.95998,0.07568,0,30.91559,0.14564,Low
57.0699,20.2538,19.01704,3.44239,0.15199,0.0443,0.02058,Very High
74.99999,10.23115,9.94221,3.92995,0.78447,0.09007,0.02216,Very High
58.34919,15.79001,19.18223,2.08313,1.91169,2.68376,0,Very High
55.29684,0.09572,43.2355,0.00128,0.0925,1.26829,0.00283,Medium
56.83755,13.92357,17.97209,0,8.14573,3.0857,0.00375,Medium
45.23964,2.09291,24.80638,0,16.69073,11.12664,0.04371,Medium
63.6765,13.13665,14.72768,1.48577,6.71275,0.25538,0,Medium
34.20349,9.7651,49.72462,0,5.09679,1.21001,0,Very High
71.22484,18.22773,10.16465,0,0,0.38121,0.00157,Very High
57.9535,26.18496,15.76482,0.00178,0,0.09494,0,Very High
37.73932,0.06475,59.85114,0.0825,1.59245,0.66985,0,Medium
18.5689,1.21053,75.90286,0,0,4.0556,0,Medium
57.07809,21.39166,17.38861,0,0.39965,3.02521,0.68385,Medium
69.71317,7.13922,21.93273,0,0.00558,1.2093,0,Very High
65.94014,28.63761,5.17243,0,0,0.24981,0,Very High
87.48352,4.42582,4.08986,0,1.56381,0.20572,2.23127,Medium
66.79867,7.30969,23.22043,1.53524,0.00618,1.12216,0.00682,Medium
17.97867,0.03286,80.77318,0,0,1.20961,0,Medium
55.29463,26.16828,18.2632,0,0,0.27389,0,Very High
89.84315,1.69472,8.17749,0,0,0.2792,0,Very High
54.54263,26.32333,18.87055,0,0,0.26349,0,Very High
18.87311,0.53552,79.40199,0,0.52484,0.66454,0,Medium
69.14571,1.68479,22.48047,0,6.22676,0.46226,0,Medium
65.04787,0.11,31.94798,0,0,2.89415,0,Very High
14.80859,6.69659,70.95923,0,0.04318,7.11361,0.3788,Medium
62.51398,11.40466,21.20762,4.26193,0,0.61181,0,Very High
17.94989,0.34698,80.69756,0,0.73137,0.2742,0,Medium
31.97799,4.76809,58.14451,0.0056,1.17846,3.92534,0,High
15.3829,0.59835,81.80584,0,0,2.15629,0.04848,Medium
13.15441,0.12715,75.6981,0,0.34579,10.67455,0,Medium
46.89073,0.12844,42.81644,0,0,10.16227,0,Medium
78.78722,14.78908,6.41754,0,0,0.00615,0,Very High
50.62628,27.34216,11.96721,6.2664,3.58598,0.20283,0,Very High
31.36517,29.44781,37.06139,0,0,2.0876,0,High
36.2725,46.06045,10.46712,3.18283,3.88828,0.12881,0,Medium
45.9987,11.92034,34.67595,0.08668,0.69383,6.59529,0.01933,Medium
10.42279,0.11956,88.26177,0,0.38474,0.81113,0,Medium
49.45215,28.00321,20.58635,0,0,0.211,1.74729,Very High
52.66221,0.85233,45.31089,0,0,1.17457,0,Medium
67.61515,2.13103,25.56896,0,3.96289,0.72197,0,Very High
22.39846,0.0275,75.37749,0,0.62318,1.56162,0.01012,Medium
96.39047,0.81091,1.09632,0.02078,1.67156,0.00175,0.00179,Medium
63.67943,3.53332,25.19011,0,7.05348,0.52805,0,Very High
58.63057,4.19407,16.01811,14.31978,6.78112,0.05635,0,Very High
26.30344,0.07452,70.81633,0,0.29879,2.39008,0.11684,Low
77.26585,4.50935,15.07801,0.12995,0,2.99846,0,Low
68.4115,6.75358,12.88196,0,0.06168,11.88028,0,High
71.33868,1.47465,26.22534,0,0,0.93253,0.0288,Medium
12.55689,1.9215,82.17147,0,0,1.19176,1.19308,Medium
18.67835,0.1376,77.40923,0.0337,1.41844,2.32088,0.00179,Medium
24.95663,0.99996,62.40621,0,0,11.56259,0.01926,Medium
78.50913,6.40403,14.31544,0,0,0.77141,0,Very High
16.63812,0.22512,33.22266,0,0,22.17409,25.91895,Medium
31.09769,0.30804,63.3686,0.00211,0,5.20969,0.00573,Medium
92.67653,1.85911,4.03447,0,0.00644,1.40169,0.00488,Medium
9.34994,0.43879,0.09938,3.77628,0,86.3356,0,Low
17.09095,28.49094,39.54033,0,0,13.44639,0,Medium
71.93843,13.66007,13.70151,0,0,0.69998,0,Very High
41.25726,18.48514,36.17084,0,3.72975,0.35701,0,Very High
70.53728,14.24734,13.88241,1.13449,0,0.19848,0,Very High
88.12267,2.30068,6.48432,0.6707,0,2.42163,0,Low
91.96585,0.26024,6.86714,0.32164,0,0.57535,0.00979,Low
7.86618,0.82908,57.4328,0,0,25.38009,0,Medium
46.95713,12.15794,38.17773,0,2.4546,0.2526,0,Very High
53.2264,1.02598,44.838,0,0,0.90809,0.00153,High
51.3045,3.79785,5.8924,3.02321,0,23.54522,0,Low
17.3393,1.2162,71.57822,0,0.44848,2.80739,6.6104,Low
61.64482,12.09758,24.28449,0,0,1.97311,0,Very High
72.8911,6.73536,19.50203,0,0.00421,0.8673,0,Very High
76.02502,3.35985,17.1039,2.45067,0.00766,1.01709,0,Medium
43.97393,10.59199,41.59292,0.00118,0,3.71789,0.11034,Medium
55.09624,25.99712,18.08644,0,0.25537,0.56483,0,Very High
65.16292,5.19907,21.3435,0,7.07169,1.22282,0,Medium
40.9001,28.67743,10.25927,0,0,0.19872,19.96448,Very High
28.74435,0.22593,65.49086,0,0,5.53035,0.00714,High
54.20684,3.51271,40.00226,0,0,1.88177,0.00537,Medium
40.52189,25.60171,30.67592,2.24119,0.03087,0.20665,0.72177,Very High
48.08628,2.70881,47.36372,0.01178,0,1.8294,0,Low
32.91241,0.84474,52.90512,0,0,13.33774,0,Medium
74.26203,4.79198,19.49635,0,0.99111,0.44929,0,Very High
29.53088,0.41917,64.62371,0,0,2.57636,0,Medium
63.1511,7.2003,28.72137,0,0,0.92723,0,Very High
41.68874,40.53041,16.73313,0,0.62903,0.41869,0,Very High
76.51023,0.59404,2.93127,1.09816,0,18.33475,0.0191,Low
64.95785,16.65861,17.21145,0,0,1.17209,0,Very High
39.11691,22.16536,2.38784,19.31006,0,16.81228,0,Low
54.96237,5.70616,17.94166,11.69878,8.40673,1.28429,0,Very High
55.46548,1.79286,10.59371,0.12808,0,31.88704,0,Low
26.86399,4.5293,56.16234,0,0,12.42054,0.01376,Medium
58.07677,15.7769,25.75083,0,0,0.39111,0.0044,Very High
59.496,21.65837,18.25303,0,0,0.5926,0,Very High
75.89208,0.39055,15.92374,0.13909,0,7.65453,0,Low
45.25972,2.57929,49.3645,0.00264,0,2.20623,0.58229,Medium
24.05005,7.87172,65.11482,0.00327,0,2.95309,0.00706,Medium
59.83421,30.36694,9.26723,0,0,0.53162,0,Very High
77.72702,1.88712,18.23569,0.71252,0.00723,1.43043,0,Medium
61.80337,18.55554,19.54875,0,0,0.09234,0,Very High
22.72426,0.41073,27.69491,0,0,48.87072,0.29938,Low
29.29119,52.27811,17.38674,0,0,1.04395,0,Very High
52.39,2.21034,35.67751,0,0.29761,9.2238,0.18382,Medium
29.17508,1.19241,62.92105,0,0,6.71146,0,High
36.92029,0.10971,60.87064,0.04257,0.88228,1.17452,0,Medium
47.21132,11.39341,14.82588,0,0.03891,26.08989,0,Low
80.66775,4.26645,12.76021,1.09152,0.31273,0.89729,0.00237,Medium
51.29401,1.72197,43.00043,0,3.74926,0.23432,0,Very High
66.2104,23.50408,9.60258,0,0.30023,0.36273,0.01423,Very High
52.74421,28.51262,18.41119,0,0,0.21529,0.11668,Very High
16.18092,0.21222,83.2761,0,0.02365,0.30711,0,Medium
76.14796,5.05004,18.33387,0.28169,0.01241,0.17404,0,Very High
60.23,27.23471,12.09887,0,0,0.43642,0,Very High
62.03132,1.53155,28.78412,5.43649,0.4287,1.68676,0.05644,Medium
56.60439,28.98857,11.29705,0,0,1.84636,1.26363,Very High
58.88286,10.73453,22.40801,3.59965,0.59389,3.78106,0,Very High
41.6196,1.70978,31.28148,0.17591,0.08772,24.60203,0.25682,Low
60.3308,16.61001,22.54644,0,0,0.50865,0,Very High
59.67355,1.29309,23.13815,0,0,15.88065,0,Low
29.52525,2.2129,66.56251,0,0.71597,0.98337,0,Medium
63.41292,17.86472,18.4602,0,0,0.21292,0,Very High
68.86381,5.23063,16.66838,5.33282,3.56748,0.33164,0,Medium
57.72543,36.8414,5.16068,0,0,0.27249,0,Very High
84.5015,1.94738,11.83701,0.90041,0.01478,0.2703,0.52862,Medium
53.72528,0.07596,45.45018,0,0,0.74567,0.00291,Medium
60.34878,15.10605,17.82704,4.09082,0.00594,2.61858,0,Medium
64.0882,3.92177,21.60566,0.00188,0,10.36832,0.01418,Medium
77.73378,2.81589,16.02258,2.61954,0.22848,0.57974,0,Very High
63.98679,25.59148,10.17395,0,0.01141,0.22962,0.00675,Very High
75.626,9.98275,13.68421,0,0,0.67031,0.03631,Medium
60.15112,16.71527,2.26059,6.26249,0,13.23832,0,Low
60.88658,16.33896,10.39752,10.71992,1.0775,0.52431,0.04908,Very High
37.92103,0.27447,57.98951,0.0103,0.16002,3.64,0,Medium
56.65036,0.94268,41.17678,0,0.47931,0.68956,0.06132,Medium
64.90585,1.42168,31.48195,0,0,2.17438,0.00689,Medium
51.26851,1.35562,45.05689,0,0.86913,1.44528,0,Medium
17.73651,0.91648,77.24416,0,0.38192,3.70675,0,High
80.56219,0.41442,13.74536,0,0,5.19853,0.0205,Medium
11.853,0.1866,83.83072,0,0,4.11128,0.01841,Medium
16.06415,0.82611,78.39995,0.00409,0,1.49027,0.96774,Medium
81.17536,0.32813,18.12742,0,0.00976,0.35934,0,Low
74.14385,11.51193,12.89688,1.22741,0.0347,0.18524,0,Very High
51.16227,31.11566,8.89205,3.90817,4.83227,0.08957,0,Very High
25.55172,1.30547,71.86522,0.04644,0.01853,1.16486,0,Medium
82.74326,11.59925,4.45183,1.11258,0,0.09308,0,Medium
60.89376,8.51183,30.21106,0,0,0.38334,0,Very High
67.02457,9.5204,23.2009,0,0,0.25413,0,Very High
54.55235,22.90498,13.83418,4.82159,3.32051,0.56639,0,Very High
39.59307,0.69696,55.69229,0,0,3.57029,0.05816,Medium
74.68064,3.54959,18.78705,0.47447,2.25834,0.21632,0.01481,Medium
16.04331,0.54754,82.08257,0,0,1.32658,0,Medium
52.1073,2.859,44.68917,0,0.20232,0.12773,0,Medium
43.688,0.48767,54.09229,0,0,1.70407,0.02797,Medium
69.4437,1.28469,23.50186,0,0,4.27695,0,Medium
59.87068,12.67313,26.37101,0,0,1.07996,0.00422,Medium
58.6794,39.22825,1.99576,0,0,0.09659,0,Very High
65.24767,0.44883,21.25926,0.55482,0,1.68001,0,Low
30.16069,13.99456,50.39452,0,0.88471,4.56435,0.00117,High
13.71232,0.88104,78.06068,0,0,7.34597,0,High
62.70637,1.02193,30.72487,0,3.57807,1.9683,0,Medium
20.13274,5.12204,74.46619,0,0.05044,0.22859,0,Medium
18.50404,6.88572,3.83376,0.68209,0,70.04865,0,Low
69.47395,3.4055,25.10936,0,0.00027,1.89521,0.10351,Medium
8.80777,3.57992,75.03298,0,5.78721,6.79212,0,Medium
29.57696,0.21242,69.48522,0,0,0.65115,0,Medium
41.22816,14.03399,39.19224,0,0,5.52389,0,High
73.27384,11.40224,14.69955,0,0,0.62437,0,Very High
57.33535,12.29123,25.39801,0,4.47081,0.50023,0,Very High
67.78852,20.82576,10.50943,0.68859,0,0.1877,0,Very High
29.72981,0.65684,60.09481,0,5.48984,3.53598,0.49273,Medium
8.52796,0.0876,78.82117,0,12.27979,0.27381,0,Medium
71.73852,11.91803,16.12703,0,0,0.21643,0,Very High
69.5515,0.98509,20.46764,2.31672,5.13565,1.53252,0.00648,Medium
16.8699,0.19014,32.11486,0,0,50.81555,0.00954,Medium
24.72432,13.42697,39.29019,0,0,22.55347,0.00505,High
59.68898,23.29734,14.99033,0,0,2.02336,0,Very High
6.98976,0.21855,86.13139,0,0,6.54276,0,Medium
29.64853,5.53408,61.48395,0,0,3.33238,0,High
55.09147,23.75578,20.27887,0.00192,0,0.87195,0,Very High
30.95041,0.22757,64.65188,0,0,4.17015,0,Medium
76.30984,8.56812,9.113,0,5.69899,0.31004,0,Very High
82.23766,5.48912,11.95915,0,0.1844,0.12966,0,Very High
35.7212,5.18984,0.75961,0,0.0683,58.26105,0,Low
42.88699,0.82227,55.33978,0.02284,0.034,0.89412,0,Medium
48.85194,23.76174,23.32815,0,3.7992,0.25897,0,Very High
43.87493,1.11286,50.39113,0,0,2.6463,0,Medium
4.53625,4.58831,1.22322,0.07482,0,89.5774,0,Low
64.29634,13.66267,10.45393,9.73775,1.79694,0.05237,0,Very High
14.88055,14.52037,1.35942,0,0,69.20896,0.0307,Medium
28.85645,26.94961,40.665,0.36168,0.06463,3.10263,0,Very High
10.9053,0.27854,66.83212,0,0.00054,21.0701,0.81906,Medium
68.9486,13.1744,16.97907,0,0,0.89792,0,Very High
52.72316,21.78617,19.02278,0,5.28359,0.63976,0.54454,Very High
59.25815,1.09892,39.45324,0.06446,0.00309,0.12214,0,Medium
53.45017,3.98263,27.78837,4.98517,6.85935,2.8679,0,Medium
2.91537,21.1965,53.11231,0,0.12993,22.24952,0,Medium
84.42537,0.94506,11.95995,1.27175,0.00796,1.38991,0,Medium
17.67538,2.93732,5.97969,0,0,49.08903,24.29988,Low
29.64374,0.82828,53.35091,0,0,16.0591,0.11797,Medium
39.3627,0.31784,56.92826,0.00821,2.51497,0.72893,0.1391,Medium
37.41597,1.22886,60.37186,0,0,0.96152,0.01149,Medium
39.28783,10.30278,49.16599,0,0,1.2342,0,Very High
49.70763,43.74312,6.25398,0,0,0.29526,0,Very High
69.18091,1.05355,26.47423,0.49567,2.0726,0.71048,0,Medium
63.18585,16.34831,16.98043,3.01081,0,0.47459,0,Very High
79.64816,4.54825,14.88477,0,0,0.79811,0,Medium
55.9118,21.14302,19.84767,0.51425,1.32522,1.25804,0,Very High
49.35298,33.69597,16.72899,0,0,0.22176,0,Very High
45.6953,33.65058,19.1391,0,0.00253,1.51248,0,Very High
52.93814,2.27404,29.62523,5.23202,7.67096,2.25461,0,Medium
40.91669,0.16573,57.96063,0.04108,0.5541,0.35851,0.00325,Medium
61.94103,19.72853,12.57794,3.1447,2.04114,0.54672,0,Very High
51.71747,9.64288,2.34746,22.65614,0,13.52722,0,Low
22.652,1.73044,1.01245,5.4595,68.17765,0.96797,0,Medium
73.66711,0.69294,23.98916,0,0.50893,1.10189,0.03109,Medium
25.11595,0.65158,72.101,0,0.23883,1.85396,0.03805,Medium
1.73242,0.08515,97.68049,0,0,0.49311,0.00882,Medium
77.85896,13.9617,7.38776,0.72736,0,0.06423,0,Very High
22.91438,0.67074,74.2257,0,0,1.3798,0.78361,Medium
30.74971,0.27109,3.626,0,0,37.19338,28.15983,Low
70.2192,9.80053,19.57428,0,0,0.40599,0,Very High
63.23813,5.50327,29.12865,0,0.74107,1.38889,0,Medium
18.35801,0.05507,80.34206,0,0.00183,1.24302,0,Medium
70.63138,12.54918,16.02895,0.25883,0,0.11987,0.41178,Very High
56.41043,21.47762,22.04649,0,0,0.06546,0,Very High
9.61862,1.47224,88.35123,0,0,0.37769,0.18004,Medium
29.25584,0.0418,65.56545,0,1.84098,3.29594,0,High
50.63198,12.48132,34.75392,0,0.4915,1.63568,0,Very High
77.10377,1.47908,10.28381,2.857,8.11604,0.07758,0.0785,Medium
61.83396,2.53325,34.50243,0,0.34354,0.78247,0.00169,High
71.13049,16.15476,12.20974,0,0.07113,0.43387,0,Very High
59.18259,25.25933,13.18176,2.20995,0.00181,0.16457,0,Very High
37.13954,3.49201,56.73682,0,0,1.79052,0.00907,Medium
34.20411,35.8639,28.34974,0,0,1.57882,0,Medium
60.38013,23.14754,9.85677,6.30981,0.04338,0.25589,0,Very High
55.67093,25.62996,18.32045,0,0.00752,0.37113,0,Very High
51.10905,12.48036,35.3375,0,0.63605,0.43704,0,Very High
64.9612,29.91981,5.00624,0.00261,0.01415,0.09599,0,Very High
76.35475,0.14936,22.58809,0,0.08053,0.82123,0,Medium
54.68019,18.88709,25.85875,0,0,0.57396,0,Very High
66.09271,4.09375,28.4436,0,0,1.33576,0.02889,Medium
52.27751,12.80751,25.4643,7.68346,1.28823,0.47899,0,Very High
64.54297,4.28649,30.68056,0,0.08663,0.39189,0,Very High
7.93925,0.01996,91.35654,0,0,0.68003,0.00411,Medium
68.14289,0.89791,27.92173,0,0.00306,1.72098,0.01116,Medium
34.8835,1.27736,0.05551,0.15304,0,21.59572,41.99544,Low
46.58512,3.41114,48.87958,0,0.10081,1.0165,0.00685,Medium
36.0174,3.8113,37.52166,0,0,15.71397,6.9222,Medium
64.36407,8.39883,8.30482,3.49651,0,15.30946,0,Low
21.72351,0.61208,76.82741,0,0,0.8335,0,High
64.63674,15.85594,10.18719,8.89062,0.00076,0.42874,0,Very High
63.2256,22.78624,7.79753,4.93557,0.93072,0.32434,0,Very High
3.37465,0.05037,96.39895,0,0,0.17603,0,Medium
58.23726,4.90387,35.17914,0.00168,0.73775,0.93862,0,Medium
57.1183,29.43116,12.56522,0.13481,0,0.75051,0,Very High
66.08429,1.27522,32.05493,0,0.00848,0.57707,0,Low
53.21966,45.9731,0.80337,0,0,0,0,Very High
19.4522,2.92988,67.03823,0,0,10.34147,0,Medium
55.25826,2.38811,19.75159,4.40939,16.8261,1.35813,0,Medium
10.03384,0.26995,54.47184,1.21104,0,31.85303,1.92753,Medium
78.08941,12.69794,9.0749,0,0.02193,0.09548,0.02033,Medium
54.48862,38.64122,6.80311,0,0.01203,0.05502,0,Very High
23.037,2.49729,70.45967,0,0.04119,3.11103,0.85382,Medium
74.74317,18.87425,0.08235,0,6.05318,0,0.24705,Medium
12.3314,0.78081,86.23343,0,0.00078,0.64947,0,Medium
69.85356,4.44173,24.21752,0,0,0.76397,0.72322,Very High
66.36765,8.05706,21.29885,0.12331,3.56637,0.58676,0,Very High
9.93597,0.144,89.21542,0,0.05986,0.64475,0,Medium
63.0609,3.40002,30.82875,1.50737,0.12105,1.08191,0,Very High
82.72469,3.7065,8.1492,0,4.93474,0.47628,0,Medium
86.36636,2.02297,1.8689,7.92213,1.74169,0.06565,0,Medium
62.17011,3.30846,33.57205,0,0.10074,0.83357,0.00564,Medium
70.0493,4.8532,18.36996,4.42335,1.01824,1.24608,0.0353,Medium
73.41292,2.9882,1.23431,0,21.73424,0.29426,0.31261,Medium
70.89365,17.31496,11.57296,0,0,0.21844,0,Very High
26.91395,1.88459,70.71602,0,0,0.46334,0.0221,Medium
61.61779,0.95097,33.32635,3.82867,0,0.27622,0,Very High
53.64206,12.93666,31.96235,0.03793,0.17506,1.24594,0,Medium
6.50128,0.2821,88.85931,0,2.99089,1.36642,0,Medium
