Sample,k__Bacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Verrucomicrobia,k__Archaea|p__Euryarchaeota,k__Viruses|p__Viruses_noname,Country,Death rate by 100000,Case-Fatalety per 100 case,Susciptability to SARS-CoV-2
HansenLBS_2018.metaphlan_bugs_list.stool:SID5442-2,95.99999,18.94474,1.1913,75.22849,0.63486,0.00061,0,0.00513,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5445-3,100,24.69932,3.37216,62.35358,9.54003,0.0349,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5445-4,99.99489,25.44441,5.28629,65.59741,3.66029,0.0065,0,0.00315,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5446-1,99.99707,3.69234,0.52087,81.92882,13.85002,0.00501,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5446-2,99.18434,7.38633,0.44716,87.40749,3.91657,0.02679,0,0.81566,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5442-3,98.70224,27.47099,0.76869,68.93167,1.52879,0.0021,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5446-3,99.98693,21.0135,1.05098,71.93908,5.97903,0.00435,0,0.0065,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5446-4,99.4945,26.47423,0.71048,69.18091,1.05355,2.0726,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5443-4,93.21861,18.83287,2.71046,69.46467,2.20033,0.00394,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5477-1,93.89136,18.9709,2.65518,65.5855,4.83257,1.83641,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5477-2,95.41219,25.06219,4.18002,62.44528,1.99952,1.72518,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5476-3,99.26305,21.80039,1.19265,60.04855,15.62869,0.59241,0,0.06006,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5476-4,95.82195,17.38592,1.27772,65.1371,11.31646,0.69608,0,0.86544,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5476-1,98.59175,14.94496,0.9689,69.90439,12.71147,0.05856,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5476-2,98.53916,12.38119,0.82675,74.13639,11.18957,0.00202,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5474-3,99.39893,12.6039,3.43027,80.27632,3.08844,0,0,0.59411,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5474-4,99.8742,19.5347,4.01347,71.17779,5.14824,0,0,0.1258,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5473-3,94.70048,20.4801,1.23124,62.44972,6.68926,3.85016,0,0.02471,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5473-4,90.10756,10.38833,0.71809,69.67267,3.6433,5.68517,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5444-4,99.28321,17.38861,3.02521,57.07809,21.39166,0.39965,0,0.68385,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5444-3,99.99887,20.01727,2.98732,75.78711,1.20718,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5480-1,99.99836,50.00453,3.06724,34.97788,11.94841,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5480-2,99.88848,41.59292,3.71789,43.97393,10.59199,0,0,0.11034,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5480-3,99.94801,21.03516,2.26402,52.00363,24.64069,0,0,0.05199,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5480-4,99.99947,12.81014,1.88484,64.06969,21.2348,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5481-1,97.5181,17.1039,1.01709,76.02502,3.35985,0.00766,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5481-2,98.45712,23.22043,1.12216,66.79867,7.30969,0.00618,0,0.00682,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5481-3,99.77798,47.37296,6.6993,43.59529,2.10861,0.00182,0,0.09726,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5481-4,99.93243,26.87784,3.70104,66.66569,2.68118,0.00215,0,0.01899,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5412-2,99.97884,17.89883,2.25831,60.44015,19.37372,0,0,0.0092,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5444-1,99.88024,16.71238,1.42943,72.13429,9.59973,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5413-3,100,21.84524,0.97699,68.01971,8.52802,0.63004,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5413-4,100,22.06419,0.42816,74.05829,2.63256,0.81014,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5414-1,99.18413,12.25664,1.71976,83.11436,1.8975,0.19587,0,0.19224,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5414-2,98.75621,13.26168,1.2204,82.22129,2.03116,0.01498,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5414-3,99.61581,13.66815,0.92809,83.53237,1.47508,0.01211,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5414-4,96.00854,5.67202,0.50166,86.34672,3.45738,0.03075,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5415-1,98.21922,10.86171,7.06032,69.10936,11.07783,0.11,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5415-2,98.33398,15.30024,1.50203,75.84432,5.68565,0.00174,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5415-3,95.90639,17.82704,2.61858,60.34878,15.10605,0.00594,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5415-4,97.35771,4.15565,1.52245,90.14115,1.46395,0.07452,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5443-2,94.17809,11.01165,0.8535,72.3155,1.26583,8.73161,0,0.04272,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5448-1,99.99953,45.07025,1.58453,49.24086,4.09733,0.00656,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5448-2,99.96195,72.101,1.85396,25.11595,0.65158,0.23883,0,0.03805,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5443-1,99.90102,16.78497,0.75635,78.46945,3.88214,0.00811,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5473-2,94.66718,16.66838,0.33164,68.86381,5.23063,3.56748,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5473-1,94.97421,11.67602,0.50151,74.15195,5.73202,2.91271,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5469-4,99.99578,26.37101,1.07996,59.87068,12.67313,0,0,0.00422,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5469-3,99.99605,20.09778,0.97818,71.80947,7.0986,0,0,0.00395,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5470-4,97.32508,45.25342,2.9694,48.08431,0.43421,0.57531,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5470-3,99.2214,53.28501,1.22257,42.52812,1.23757,0.9415,0,0.12382,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5468-4,98.65586,37.99463,1.18171,58.91872,0.25987,0.30093,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5468-3,96.12227,26.19201,0.57305,62.63956,5.24371,1.46138,0,0.01287,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5469-2,100,18.15791,1.57727,77.72387,2.54096,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5469-1,99.96326,13.68421,0.67031,75.626,9.98275,0,0,0.03631,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5412-1,100,28.34974,1.57882,34.20411,35.8639,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5479-4,97.87364,26.45086,2.80852,65.29399,2.32315,0.98841,0,0.17072,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5479-3,98.84056,30.4546,1.2097,64.19166,2.91624,0.05031,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5479-2,94.50706,28.78412,1.68676,62.03132,1.53155,0.4287,0,0.05644,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5479-1,98.76033,34.6908,1.47201,60.45403,1.22649,0.90597,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5478-4,99.99586,37.77037,3.84833,47.57625,10.60283,0.19808,0,0.00414,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5478-3,99.94207,34.14949,4.71468,48.33729,12.22894,0.51168,0,0.00104,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5478-2,99.50727,60.09481,3.53598,29.72981,0.65684,5.48984,0,0.49273,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5478-1,99.36705,46.69705,3.4041,44.88283,2.26214,2.11622,0,0.62055,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5477-4,97.96045,26.20039,2.83419,65.35351,2.57517,0.98719,0,0.13668,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5477-3,93.01297,14.05586,1.79836,68.71677,6.23919,2.20279,0,0.02405,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5412-3,99.9614,11.43869,1.65077,57.43325,29.43778,0,0,0.00388,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5421-4,100,33.14262,1.7186,62.77582,0.43992,1.92263,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5421-3,100,45.05689,1.44528,51.26851,1.35562,0.86913,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5412-4,99.99723,33.26885,2.8954,55.373,8.45997,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5417-4,99.99636,7.80491,0.70377,43.154,0.67587,47.65433,0,0.0031,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5417-3,99.993,68.22255,2.28861,26.94067,1.66779,0.87159,0,0.007,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5421-2,99.87716,27.18037,4.9994,65.99137,1.60771,0.08602,0,0.12284,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5421-1,100,24.56865,3.34762,70.75945,1.25299,0.03083,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5466-1,99.9924,6.64271,0.36081,89.36843,2.10158,1.51888,0,0.0076,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5416-1,88.83955,10.0903,1.94569,63.39548,3.61202,9.79243,0,0.00541,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5417-2,100,44.58719,4.9786,47.88445,2.54259,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5417-1,100,74.62602,2.03129,23.25204,0.08848,0.00217,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5466-2,99.99282,16.66685,0.61661,79.94805,0.82819,1.92697,0,0.00631,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5411-3,99.182,12.57426,1.66509,82.36168,2.56351,0.01099,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5416-2,95.59061,19.75159,1.35813,55.25826,2.38811,16.8261,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5411-4,99.16116,11.89713,1.59242,83.17582,2.48495,0.01084,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5454-1,99.99943,17.5549,1.85275,77.54717,2.96403,0.08058,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5454-2,99.92858,23.17719,2.10744,68.52007,2.60229,3.5216,0,0.05611,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5445-1,99.95612,3.32482,1.28977,78.1329,16.32243,0.87997,0,0.03519,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5451-1,90.15923,12.75175,3.26824,68.61337,5.4302,0.08579,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5451-2,84.15274,11.98737,2.30106,69.181,0.29085,0.39245,0,5.06582,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5451-3,84.43895,15.79606,1.57318,63.24102,3.79846,0.02165,0,1.99003,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5451-4,82.04495,10.12361,2.92373,64.08707,4.08072,0.82032,0,7.27883,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5453-1,99.49691,18.78705,0.21632,74.68064,3.54959,2.25834,0,0.01481,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5453-2,97.06449,10.28381,0.07758,77.10377,1.47908,8.11604,0,0.0785,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5453-3,95.98511,24.8944,0.57555,67.81108,2.54758,0.1565,0,0.76529,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5453-4,93.12573,17.36414,10.34965,64.91224,0.49144,0.00206,0,5.54905,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5413-1,99.98311,9.00555,0.43941,75.92386,13.86182,0.75247,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5445-2,99.96207,31.96235,1.24594,53.64206,12.93666,0.17506,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5413-2,99.99421,19.34673,0.45202,72.18273,7.57545,0.43149,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5427-1,99.91495,14.4933,0.12446,84.49966,0.72447,0.07306,0,0.08003,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5427-2,95.57748,16.86492,0.99953,75.14032,2.55919,0.01352,0,4.42238,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5425-3,97.44647,30.2994,2.39681,62.32498,2.24573,0.12948,0,0.00395,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5425-4,99.94111,37.88162,1.8072,58.57023,1.65048,0.02148,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5425-1,99.04899,29.80369,1.02618,61.44928,6.71117,0.02836,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5425-2,99.16985,39.7642,0.64794,56.02654,2.70804,0.00936,0,0.30337,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5423-3,98.59836,20.87624,2.64813,67.60645,7.33531,0.12794,0,0.01243,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5423-4,95.6696,24.17736,1.49625,63.49825,6.3276,0.17014,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5423-1,95.27594,37.27941,4.27973,50.11858,2.01171,1.58652,0,0.38569,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5423-2,94.83281,27.1363,2.79652,63.10509,0.66083,1.13407,0,0.00887,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5450-2,99.93554,39.45324,0.12214,59.25815,1.09892,0.00309,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5450-1,99.99325,32.14964,0.07759,65.344,2.41873,0.00329,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5449-4,99.99727,27.20388,5.31411,61.74592,2.58268,3.15067,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5449-3,99.99489,15.54644,2.84622,64.90012,2.60129,14.09741,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5449-2,99.88128,11.0475,3.13601,61.85139,8.28138,15.565,0,0.11872,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5449-1,100,21.3435,1.22282,65.16292,5.19907,7.07169,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5448-4,100,41.648,0.15932,57.82797,0.36471,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5448-3,100,64.99237,0.01476,34.75011,0.24276,0,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5450-4,99.98477,32.93766,0.36827,60.7899,1.16686,4.72209,0,0,Denmark,10.4543308,4.715082069,Medium
HansenLBS_2018.metaphlan_bugs_list.stool:SID5450-3,99.9447,30.57415,0.32678,63.88664,2.22111,2.91879,0,0,Denmark,10.4543308,4.715082069,Medium
,,,,,,,,,,,,
VatanenT_2016.metaphlan_bugs_list.stool:G69178,100,83.60373,0.25094,15.32814,0.70805,0.10914,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G69225,100,17.5887,4.86339,54.63711,9.15022,13.76058,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78489,99.93868,41.17678,0.68956,56.65036,0.94268,0.47931,0,0.06132,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78490,100,72.83374,2.51262,23.10313,1.49114,0.05937,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78494,100,74.44837,1.50831,22.86235,0.52532,0.65564,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78599,100,75.03298,6.79212,8.80777,3.57992,5.78721,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78600,100,70.72912,2.04221,21.15651,1.06437,5.00779,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78624,100,55.06582,5.4795,33.61187,3.8372,2.00561,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78653,100,70.91823,1.24224,25.41783,1.80288,0.61881,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78654,100,74.46619,0.22859,20.13274,5.12204,0.05044,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78655,99.95979,42.56622,0.48683,51.12079,5.7782,0.00777,0,0.04021,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78687,100,52.68814,7.12112,35.29358,4.88531,0.01185,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78803,99.14618,70.45967,3.11103,23.037,2.49729,0.04119,0,0.85382,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78804,99.91533,65.6693,1.69034,30.58939,1.94734,0,0,0.08467,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78805,100,73.42044,5.1794,19.7647,1.62367,0.01179,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78806,99.96464,72.02058,0.6482,22.90812,1.7186,2.66914,0,0.03536,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78823,100,52.2885,1.97501,40.93094,3.29406,1.51149,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78854,99.81862,82.65868,5.41905,11.06611,0.57649,0.09828,0,0.18138,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78856,99.89226,55.33162,2.71758,25.92661,14.74484,1.16044,0,0.10774,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78857,100,49.0054,4.63189,30.48177,15.83696,0.02516,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78858,99.98014,59.21607,4.46417,30.04599,6.24546,0.00844,0,0.01986,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78870,99.6212,70.95923,7.11361,14.80859,6.69659,0.04318,0,0.3788,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G78871,100,64.15874,1.02341,15.71277,17.23306,1.87202,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80268,98.14578,32.35608,2.11788,56.20852,7.4633,0,0,1.85422,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80274,99.91443,32.61618,3.47337,49.4688,9.49166,4.86442,0,0.08557,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80288,99.97194,86.73406,1.52054,4.72801,1.12044,5.86889,0,0.02806,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80296,99.98228,49.58432,3.21655,23.21739,1.27301,22.691,0,0.01772,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80297,93.30868,76.55306,1.61469,12.89416,2.24677,0,0,6.69132,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80312,36.69272,1.72205,0.78678,5.5751,28.60581,0.00299,0,63.30728,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80318,100,65.00475,0.35046,30.29631,1.68397,2.66451,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80322,99.77457,39.48688,0.58043,44.51918,5.41313,9.77496,0,0.22543,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80347,100,18.31174,2.18432,65.81895,4.7323,8.95269,0,0,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80387,99.98134,48.02402,11.621,25.75549,14.50894,0.0719,0,0.01866,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80420,99.99315,48.87958,1.0165,46.58512,3.41114,0.10081,0,0.00685,Finland,5.904877626,4.523580366,Medium
VatanenT_2016.metaphlan_bugs_list.stool:G80424,100,66.56251,0.98337,29.52525,2.2129,0.71597,0,0,Finland,5.904877626,4.523580366,Medium
,,,,,,,,,,,,
PasolliE_2018.metaphlan_bugs_list.stool:A01_02_1FE,100,21.90779,21.99635,39.94589,16.14998,0,0,0,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A02_01_1FE,100,7.2388,49.68356,41.02753,1.06552,0,0,0,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A03_01_1FE,100,36.13003,16.49228,30.99132,16.38637,0,0,0,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A04_01_1FE,98.73785,30.82186,24.58392,40.44961,2.11094,0,0,0.01328,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A04_04_1FE,99.96444,45.08784,10.75673,41.70606,1.34878,0,0,0.03556,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A05_01_1FE,97.53596,5.17511,24.71341,60.85221,4.69363,0,0,0,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A06_01_1FE,100,81.60259,0.52495,17.87246,0,0,0,0,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A07_01_1FE,94.2474,8.26723,2.05989,80.70929,3.20022,0,0,0,Madagascar,0.122422919,0.872554204,Low
PasolliE_2018.metaphlan_bugs_list.stool:A08_01_1FE,99.6256,4.24829,26.20285,62.69622,3.11277,0,0,0.01926,Madagascar,0.122422919,0.872554204,Low
