Sample,k__Bacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Verrucomicrobia,k__Archaea|p__Euryarchaeota,k__Viruses|p__Viruses_noname,Country,Death rate by 100000,Case-Fatalety per 100 case,Susciptability to SARS-CoV-2
SchirmerM_2016.metaphlan_bugs_list.stool:G88846,100,10.97648,0.30387,76.42501,12.29464,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88847,100,18.79413,0.43798,66.34623,14.30365,0.11801,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88848,99.86607,36.62339,1.69962,49.31778,10.15299,2.02948,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88849,100,10.44098,0.73153,82.4983,6.29445,0.03474,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88850,98.90621,24.53909,0.52379,65.418,8.34798,0.07735,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88851,100,17.97861,0.16954,39.22445,31.03297,11.58589,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88852,99.90401,27.33485,0.2947,51.0575,21.21047,0.00649,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88853,97.77377,24.87705,0.92342,59.56756,10.02621,2.37953,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88854,100,16.47832,0.18932,55.96852,27.35781,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88855,100,15.01438,0.72582,62.21086,21.9543,0.09464,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88856,99.99532,40.25463,1.58923,36.62207,21.52939,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88857,100,11.57296,0.21844,70.89365,17.31496,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88858,98.75232,20.7042,0.39388,66.61465,10.9938,0.04578,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88859,99.988,17.59745,0.38341,56.55803,25.35192,0.09719,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88861,100,10.00415,0.01969,72.73116,17.245,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88862,99.91751,10.94241,0.10173,69.22034,19.1791,0.47393,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88863,99.44412,28.15241,1.11156,41.75145,24.95098,3.47773,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88864,95.29366,20.40836,0.25135,67.52936,6.72916,0.37543,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88866,100,6.80494,0.86901,32.07688,60.24918,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88867,100,14.96693,0.36495,55.67346,25.03839,3.95627,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88869,90.09225,24.48381,0.79585,49.03949,6.91521,8.85045,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88870,99.99047,6.25117,0.07139,63.6369,30.03102,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88871,96.11552,15.60476,0.32617,72.41674,6.75245,1.01541,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88872,99.80244,14.6201,0.15681,79.35973,5.66579,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88873,88.44396,13.13481,0.69047,47.37475,26.26281,0.98112,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88874,100,7.46851,0.24117,79.25547,12.57949,0.45537,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88875,100,24.12826,0.29572,61.28188,11.51866,2.77547,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88876,100,25.85875,0.57396,54.68019,18.88709,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88877,100,45.30522,0.26698,47.50081,6.92015,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88878,100,7.50923,0.16485,78.12029,14.20499,0.00065,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88879,97.91687,19.18223,2.68376,58.34919,15.79001,1.91169,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88880,99.99739,5.00624,0.09599,64.9612,29.91981,0.01415,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88881,100,27.64841,0.13435,49.01905,18.01805,5.18014,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88882,100,6.14069,0.20444,80.73234,12.92253,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88883,100,18.18145,0.76286,69.65296,11.23783,0.1649,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88884,100,20.6853,0.25368,64.48611,12.0896,2.48532,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88885,99.97054,1.35252,0.00046,75.14062,18.49542,4.98152,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88886,99.94867,35.78366,0.03807,63.81785,0.30908,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88887,100,18.2632,0.27389,55.29463,26.16828,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88888,100,18.25303,0.5926,59.496,21.65837,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88889,97.41044,15.60691,0.55551,61.8351,18.07219,1.34072,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88890,98.47819,10.43876,0.2546,61.13438,26.64583,0.00461,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88891,100,13.8186,0.32342,70.37643,14.58135,0.9002,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88892,89.76231,20.99656,0.04211,48.41867,18.07778,2.22719,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88893,95.07155,18.10415,0.53625,63.49138,12.90141,0.03836,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88894,100,12.15861,1.32772,83.79765,2.71602,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88895,99.9963,1.82697,0.8844,67.47535,29.79991,0.00968,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88896,99.05733,65.38196,0.40615,19.57041,8.26272,5.43608,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88897,100,13.02894,0.93078,69.92404,14.50169,1.61455,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88898,95.60866,29.11606,0.50723,52.02734,8.11323,5.8448,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88899,90.26225,10.45393,0.05237,64.29634,13.66267,1.79694,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88900,99.77695,12.64837,0.23129,57.49958,28.71202,0.68569,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88902,98.86551,13.88241,0.19848,70.53728,14.24734,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88903,100,19.26517,15.25957,57.44276,8.0325,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88904,100,12.59182,0.15439,62.36615,24.88764,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88905,100,31.34864,0.98794,56.15153,11.51189,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88906,100,24.11437,0.86354,63.72238,11.29971,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88908,100,1.50153,0.02983,71.9599,26.42845,0.08028,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88909,100,56.99992,1.79808,35.73028,5.47171,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88910,98.84731,6.2015,0.94951,51.74886,39.6051,0.34234,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88911,100,17.38674,1.04395,29.29119,52.27811,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88912,100,27.51735,0.1926,47.22957,25.06049,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88913,100,21.52603,0.51128,73.43722,4.18192,0.34354,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88914,99.71087,6.00024,1.21193,30.09949,62.39921,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88915,96.74593,3.9623,0.75642,60.25845,28.86399,2.89981,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88916,98.73637,11.29705,1.84636,56.60439,28.98857,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88917,99.96504,31.84903,0.20484,47.84625,20.02395,0.04098,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88918,100,34.75392,1.63568,50.63198,12.48132,0.4915,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88919,98.62123,42.93667,0.55294,41.53099,12.26858,1.33206,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88920,98.4296,28.29821,0.18828,65.62516,4.31795,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88921,100,22.19286,1.4734,64.92163,11.40791,0.00419,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88922,100,18.87055,0.26349,54.54263,26.32333,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88923,100,36.17084,0.35701,41.25726,18.48514,3.72975,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88924,100,12.91282,0.46608,61.68725,24.93321,0.00063,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88925,100,28.27982,0.66732,63.9298,7.12305,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88926,99.76838,16.31703,0.28565,74.50281,8.66288,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88927,99.99822,15.76482,0.09494,57.9535,26.18496,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88928,100,16.73313,0.41869,41.68874,40.53041,0.62903,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88929,100,20.22761,0.94244,40.41519,38.30855,0.10023,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88930,100,24.60455,0.70404,70.96062,3.04835,0.68244,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88931,100,0.78083,0.01759,47.31162,51.88997,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88932,100,13.46811,0.52528,69.81816,14.93374,1.2547,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88933,99.98571,12.16951,0.11234,74.22966,13.4742,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88934,98.84736,18.99288,0.70332,40.76377,36.96069,1.4267,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88935,100,17.51507,0.70059,68.32508,11.106,2.35326,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88936,98.67434,20.12481,0.80717,62.85602,14.83955,0.04679,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88937,100,12.09887,0.43642,60.23,27.23471,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88938,87.77092,11.68698,0.17979,57.19665,18.3229,0.38459,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88939,100,25.39801,0.50023,57.33535,12.29123,4.47081,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88940,99.99776,27.59135,0.13129,49.43589,22.7516,0.08764,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88941,100,9.21561,0.31787,73.78002,16.6865,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88942,100,9.0111,0.25179,65.99329,24.74382,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88943,100,6.41754,0.00615,78.78722,14.78908,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88944,95.16811,21.12821,0.98034,64.40873,1.38374,7.26709,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88948,99.87282,10.12787,0.27775,60.32795,29.13925,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88949,100,23.7614,0.17896,38.65714,37.40251,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88950,100,5.57929,0.13659,82.81833,11.46223,0.00356,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88951,96.40035,22.40801,3.78106,58.88286,10.73453,0.59389,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88952,100,19.49635,0.44929,74.26203,4.79198,0.99111,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88953,100,25.19011,0.52805,63.67943,3.53332,7.05348,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88954,100,8.14545,0.2936,68.80189,22.75502,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88955,100,20.14328,0.25916,65.21857,14.37899,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88958,99.99843,10.16465,0.38121,71.22484,18.22773,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88959,100,5.17243,0.24981,65.94014,28.63761,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88960,97.38046,16.02258,0.57974,77.73378,2.81589,0.22848,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88961,100,19.0141,0.23349,60.40888,17.8593,2.48423,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88962,100,16.83069,0.29514,68.53546,14.33871,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88963,100,9.2724,0.4442,55.76909,34.51431,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88964,100,13.39501,0.56927,67.71947,18.29122,0.02503,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88965,100,29.98906,1.0364,57.93334,9.71489,1.3263,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88966,92.87847,9.6546,0.65237,54.18024,24.91664,3.47462,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88967,100,9.2172,0.21447,34.11142,56.21858,0.23834,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88968,100,17.64109,0.56946,77.06045,4.729,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88970,100,24.15488,0.25006,74.18839,1.40666,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88971,95.16907,14.87836,0.03704,19.54415,60.70954,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88972,98.53138,23.95184,0.32182,39.65832,31.97471,2.62469,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88973,100,13.11012,0.83012,65.87821,18.0692,2.11235,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88974,100,5.17849,0.30454,63.4263,31.0781,0.01257,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88975,100,20.36974,0.19851,77.48334,1.94842,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88976,100,22.63175,0.56123,37.1562,39.65082,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88977,93.57762,5.20832,0.1205,46.8984,41.35041,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88978,100,21.67171,0.49544,64.19911,13.63374,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88979,100,39.82859,0.45892,49.78904,9.73366,0.18979,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88980,97.07859,6.81016,0.32574,74.24651,15.49389,0.2023,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88981,100,19.10519,2.29767,53.86798,24.72915,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88982,100,29.18616,1.18662,55.73538,13.89183,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88983,99.55458,6.49146,0.59103,36.98566,55.48644,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88984,100,11.70198,0.11538,65.97886,22.18899,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88985,99.94514,1.9733,0.06547,56.5895,41.31687,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88986,93.24009,15.49079,0.5301,58.17109,16.91897,2.12915,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88987,99.49107,20.48327,0.243,73.88873,4.52793,0.33927,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88988,100,3.79495,0.08199,74.69128,21.43178,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88989,96.59476,24.26986,0.23474,68.1848,3.80286,0.1025,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88990,96.05567,13.7785,0.28673,74.55814,5.14798,2.28433,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88992,99.95996,21.24884,0.89401,64.91616,12.90095,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88993,98.15879,14.57288,0.27476,41.35692,41.95044,0.00379,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88994,95.76722,27.47026,0.70965,60.64476,6.49684,0.44571,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88995,99.99873,25.15974,2.87209,48.36368,23.60323,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88997,100,14.69955,0.62437,73.27384,11.40224,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88998,100,4.62024,0.20858,67.67463,27.49109,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G88999,99.98607,19.02836,1.38996,57.54678,19.8258,2.19517,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89000,99.16533,0.22142,2.66174,88.36778,2.49539,5.41522,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89001,99.6656,23.83619,0.30127,53.82755,21.7006,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89002,100,7.26896,0.44383,35.94693,48.1138,8.22649,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89004,100,6.44755,0.23054,86.97009,6.22025,0.13157,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89005,99.41855,27.05208,1.3119,45.83037,25.19962,0.02458,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89006,85.68022,16.01811,0.05635,58.63057,4.19407,6.78112,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89007,99.88409,26.37969,0.59452,62.36661,7.07946,3.46381,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89008,99.94719,14.30163,0.43795,69.42541,13.24077,2.54142,0,0,Netherlands,35.46214824,12.07654258,Very High
